"id","addtime","title","nickname","imgurl","duration","ratio","collectcount","commentcount","diggcount","sharecount","cjtime","detailurl"
"1019","2025-03-08 19:53:04","正在直播中#穿出高级感 #轻奢女装 #开春搭配 #精致优雅 #简约大气","珂莱蒂尔Koradior服饰旗舰店","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/7193c896a134450a9925fb10bcba3da4~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195302E67E601664A806E10EBF&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=7JSrW4aTxXwWYBqD1PUBwMmIuE0%3D","13934","540p","0","1","14","2","2025-02-25 06:37:03","https://www.douyin.com/video/7475118284199824659"
"1020","2025-03-08 19:53:05","拉毛小香设计，数量不多哦，喜欢可以拍~#外套 #高端女装 #好物推荐:fire:","Karida服饰旗舰店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/b5016dc740e2a4660915093fa952fb7e~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195303455B067741DD76E5E57C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=PteL7PTGltpHiguCnWKp8oevzGw%3D","29861","540p","2","5","35","9","2022-09-13 12:00:00","https://www.douyin.com/video/7142469644119592205"
"1021","2025-03-08 19:53:05","教你穿出春日氛围感穿搭 葵黄色+黑色刺绣连衣裙上新，穿出春日光环显瘦又慵懒。直播间等你。。。#春日穿搭日记  #早春潮搭大赏 #爆款热卖中 #穿出高级感","鹿轻奢高定女装","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/6b949e8df7334e36aabb382d8cc01190~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195303455B067741DD76E5E57C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Vh4ENrYW4nDl9plySyPmAHtjZ8Y%3D","34645","720p","0","0","0","0","2025-03-07 18:40:00","https://www.douyin.com/video/7478674654178086207"
"1022","2025-03-08 19:53:05","春秋季新款中式国风高端绣花盘扣女士外套 706#爆款热卖中 #秀出你的好衣品 #时尚洋气 #品质女装 #百搭爆款","宇妈穿搭","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813/ogEx7ADohGKfCAf7Ebh2a3eEAmyFIBPTBQAALI~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195303455B067741DD76E5E57C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Pcqiyy8cYa%2FIN5hwvCp%2B7TWYjHs%3D","30634","720p","0","0","2","0","2025-03-01 08:12:21","https://www.douyin.com/video/7476627142432820530"
"1023","2025-03-08 19:53:05","这个是高级灰的颜色，就是高级，显瘦，喜欢的来直播间选厚度吧！#高级感穿搭","@婷婷轻奢女装","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/7e02352ebf35462b9dfa4466175430fb~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195303455B067741DD76E5E57C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=zBLe2fe466E928%2BZU9ZH2sEbs2E%3D","8975","720p","1","0","2","0","2025-03-07 12:30:00","https://www.douyin.com/video/7478613120869518633"
"1024","2025-03-08 19:53:05","百搭气质高级西装外套 ，面料超级舒适，款式极简百搭，但又不失设计感，买过的都说好 #早春穿搭 #品质女装 #春季新款 #穿出高级感 #开春搭配 洋气衣服女，春游出行衣服，网红洋气炸街女装，小众炸街高级感女装，财阀千金女装","几里直播甄选","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/bf5e15087bf74e25a9c09fa21def68f7~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195303455B067741DD76E5E57C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=vpwN49N8gq6MX6iDOutWK11B4oM%3D","29200","720p","0","1","0","0","2025-03-08 08:00:00","https://www.douyin.com/video/7478931677687942434"
"1025","2025-03-08 19:53:05","杭州一线高端女装品牌【艾诺丝雅诗】2024秋 火爆来袭 直播间流量爆品#艾诺丝雅诗女装 #艾诺丝雅诗专柜#剪标大牌 #品牌女装走份 #创作灵感","广州一二线品牌女装源头货源","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oIInmSBBBu7EABo3gBQA5ejADpCMI73Evgbe9R~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195303455B067741DD76E5E57C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=oYfcC5W1LiogIRjA7jzzxfKykv4%3D","70967","540p","13","23","34","12","2024-05-18 14:03:45","https://www.douyin.com/video/7370216338041638159"
"1026","2025-03-08 19:53:22","新款牛仔裤，快来直播间！ #品质男装","海海男装","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oIA3AA1zCizCDe5INiKfBiJ5jBz78REyZDTm6g~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953211D0EBFFD00D0EBE3ADE1&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=pCU%2BY4x8NBDbletmNd7fvD1e9wQ%3D","9396","540p","1","0","9","0","2025-03-07 06:53:19","https://www.douyin.com/video/7478833187066596649"
"1027","2025-03-08 19:53:22","平常在别人家买的加绒裤，在我直播间价格更实惠，真的是一条可过冬！#加绒保暖 #秋冬新款 #卫裤#休闲裤#男装","川川男装二号店   生活号","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/31956ad3a3cb65f99bf944166f9a2dee~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953211D0EBFFD00D0EBE3ADE1&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Zit71w%2BgENGu9MEoJhnTue4n0wg%3D","19567","540p","435","198","1612","203","2023-11-13 08:10:00","https://www.douyin.com/video/7300469334466383142"
"1028","2025-03-08 19:53:22","柒牌春季新款休闲裤，新疆棉面料，细腻亲肤，做工精致，细节十足，喜欢的快来直播间看看吧#谁穿谁好看  #春季新款  #品质男装","柒牌福建旗舰店","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/8be701e294a94d35ad099a8d4e9bd6a6~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953211D0EBFFD00D0EBE3ADE1&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=k1RXXt5B%2FUPor3aBxpcRD7dugHM%3D","23167","540p","0","0","1","2","2025-03-07 17:40:10","https://www.douyin.com/video/7478999697684745499"
"1029","2025-03-08 19:53:22","秋冬季新款牛仔裤，喜欢的哥哥们抓紧时间进直播间 #男生穿搭 #牛仔裤 #秋季新款 #舒适百搭","我不穿牛仔","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/a91ab5c502249a7c4a916a531708fd6e~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953211D0EBFFD00D0EBE3ADE1&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=YvyPy47kxaHpgo%2FZpRYxbT2lA78%3D","36851","540p","18281","616","46928","11637","2024-11-02 15:00:00","https://www.douyin.com/video/7432521036169497865"
"1030","2025-03-08 19:53:22","#斐乐 好裤子，喜欢的老板进直播间看看吧！#品质男装 #谁穿谁好看 #面料柔软舒适 #优惠活动火爆进行中","Fila斐乐河北石家庄专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/os4eIMLPCZGjFOfTBCGAQLk47jPAYCOBR2IFe0~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953211D0EBFFD00D0EBE3ADE1&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=FcwIaUR8U8iGVnAvsysKjRi3bDc%3D","17000","540p","0","0","2","0","2025-03-06 22:31:31","https://www.douyin.com/video/7478704066688716066"
"1031","2025-03-08 19:53:25","点我头像，正在直播中...男士新款休闲裤#高品质 #多色可选 #面料柔软舒适","温州雷仁服装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/58263eac1b06360b89ff980340b06362~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195323BE37014DF9601FDD2C0C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Q%2FMyJhkNR1%2B63sDqX7woXP052xQ%3D","9867","540p","4","0","32","45","2023-10-31 09:00:00","https://www.douyin.com/video/7295676702993206582"
"1032","2025-03-08 19:53:25","#木森大舞台 雅鹿V男装夏季爆款冰丝裤薄款运动休闲裤商务长裤高弹透气速干裤#木森 #木森推荐 #木森直播回放 #冰丝裤","抖音好物推荐官:thinking_face:","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/2ae379139b9f426da04b4a63a246ddbf~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195323BE37014DF9601FDD2C0C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=0xP55sdVhANOXSbXYprFeX8ymjI%3D","40821","540p","0","0","3","0","2025-03-04 19:49:26","https://www.douyin.com/video/7477920093217754404"
"1033","2025-03-08 19:53:25","新店开业，全场优惠价，如果有喜欢的，可以进来点击小黄车挑选。#男士休闲裤 #男装直播间 #男裤","佐菲古优品男装","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c000-ce/owE9G9EnmyL35FiHwfDDkwAAe6EfABKAdIA0E9~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195323BE37014DF9601FDD2C0C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=siof%2FMGfAtgsYdrmXog9kK64o6w%3D","17439","720p","0","0","2","0","2025-03-08 14:05:54","https://www.douyin.com/video/7479315946989980987"
"1034","2025-03-08 19:53:25","#斐乐 高级感商务长裤，上身板正有型，百搭不挑人，喜欢的老板来直播间看看吧！#品质男装 #百搭裤子 #显高显瘦显腿长 #谁穿谁好看","Fila斐乐河北石家庄专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oskeQYo6vMAfpHWDy0WMEsfHeH4AJIFLgf8GXQ~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195323BE37014DF9601FDD2C0C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Ngnhpb%2FaQtSmUb41sN4K3MQCOGQ%3D","12702","540p","1","0","1","0","2025-03-08 13:21:53","https://www.douyin.com/video/7479304570720554255"
"1035","2025-03-08 19:53:25","男装话术的重点就是在于！一穿起来帅气！二穿起来有面！三穿起来舒服！依次排序话术！话术框架就出来了！#男装话术 #男装 #销售技巧和话术","陈希希达人主播培训（广州3.9开课）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/741d3e8cfc8d7398c1fed0e4ab9c7c63~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195323BE37014DF9601FDD2C0C&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=UHJB6%2FIQZgHOceovsTO82CWw32A%3D","78552","540p","190","2","331","101","2024-11-12 07:26:54","https://www.douyin.com/video/7436167092824476962"
"1036","2025-03-08 19:53:26","#斐乐直播间 #斐乐 #斐乐男装 #男士休闲裤推荐 #直播福利","FILA斐乐吉林男装专卖店","https://p9-pc-sign.douyinpic.com/tos-cn-i-dy/498db934dde547bdb8cd757ccfbf522c~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195325062402D12A1AA5DC9371&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=oDTkQQ0RYSQyvyO3rRKWlopkSgc%3D","8167","540p","0","0","2","0","2025-03-08 03:00:00","https://www.douyin.com/video/7479050190545014031"
"1037","2025-03-08 19:53:26","#斐乐 好裤子，抓紧来直播间看看吧！#品质男装 #谁穿谁好看 #面料柔软舒适 #优惠活动火爆进行中","Fila斐乐河北石家庄专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oUBKI7QiZvsPoBFxENVURAIkK88BEwrsA1izo~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195325062402D12A1AA5DC9371&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=AhXOM66RgO686C%2FlbKSprbhN%2Fxc%3D","13434","540p","0","0","1","0","2025-03-07 19:15:24","https://www.douyin.com/video/7479024576291196195"
"1038","2025-03-08 19:53:27","正在直播，可以来看看效果#牛仔裤男","TONGSIR服饰","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/afd215ad8c0278b7151f5f898b4b8389~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195325062402D12A1AA5DC9371&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=NADkPWDjcBbOnWohseaOviJRnIw%3D","9917","540p","507","84","2944","209","2023-09-18 20:53:15","https://www.douyin.com/video/7280148194565131556"
"1039","2025-03-08 19:53:27","正在直播中#男装 #男装搭配 #夏季新款 #潮流穿搭 #每日穿搭 #谁穿谁好看 #休闲裤 #冰丝裤","喆旭大童店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/0cf643e0048fce73feb04f2c3bbc5714~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195325062402D12A1AA5DC9371&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=jTehBd4qdDNs9XBKPDd42PVGyHk%3D","16555","540p","21","29","466","114","2021-05-26 22:25:37","https://www.douyin.com/video/6966605030736596256"
"1040","2025-03-08 19:53:27","别再给老公买杂牌了，龙牙爆款休闲卫裤现在一条立减70，真的又舒服又好看#春款上新 #谁穿谁好看 #百搭裤子 #男装","龙牙官方直播间","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813/oAKAJAEA9I0ATDQf7DEAf4DnAg5FEA0qCgP0ry~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195325062402D12A1AA5DC9371&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=M0FXLFPtOO%2BbuodVoyWPKej%2Bmls%3D","57567","540p","1","1","7","1","2025-03-07 16:22:58","https://www.douyin.com/video/7478980077129141558"
"1041","2025-03-08 19:53:28","#木森大舞台 集团品牌春秋季休闲裤子男士百搭舒适休闲宽松垂感阔腿透气直筒裤#木森 #木森推荐 #木森直播回放 #休闲裤","抖音好物推荐官:thinking_face:","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/5ec11d90e09047309c6eedcca62b2444~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195327EFAC9DE1464530E3F568&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=7J1kVYuvOnaxQMMBT5dXTwoHkf4%3D","40821","720p","0","0","0","0","2025-03-03 23:39:08","https://www.douyin.com/video/7477608185247927593"
"1042","2025-03-08 19:53:28","这么好看的裤子当然是我们柒牌的啦！现在点击头像进入直播间只要这个数，快来！#男装 #开春搭配 #春季新款 #显瘦穿搭","柒牌男装总部店直播间","https://p3-pc-sign.douyinpic.com/tos-cn-p-0015/oIY7PlIfhe7vRKaYBLrhlHAQGeAHLBISYCEPSg~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195327EFAC9DE1464530E3F568&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=BqGPcPu2aR6CzErYkFqEMNq4s%2Fg%3D","16311","720p","0","0","0","0","2025-03-07 14:43:17","https://www.douyin.com/video/7478954413952863503"
"1043","2025-03-08 19:53:28","#斐乐 高级感商务长裤，上身板正有型，喜欢的老板来直播间看看吧！#品质男装 #百搭裤子 #男士穿搭 #今天穿什么","Fila斐乐河北石家庄专卖店","https://p3-pc-sign.douyinpic.com/tos-cn-i-dy/8a9e5101908a4aafb58a44e088436ddd~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195327EFAC9DE1464530E3F568&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=FPcJ8hAKJ8X1sZ5hrj2zK24s5hk%3D","23012","540p","0","0","0","0","2025-03-05 21:10:00","https://www.douyin.com/video/7478250155435756826"
"1044","2025-03-08 19:53:31","秋款百搭所有上衣的天空棉卫裤，面料柔软舒适，版型不挑腿型，上身显腿长，高矮胖瘦轻松驾驭#卫裤 #直播中","德民哥哥的男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/070575bc6ec0bf245afdf9047e8cc22a~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195329EFAC9DE1464530E3F703&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=Atd6QWlOCDHnNnODpJc9C9BRFxg%3D","18970","540p","25","40","579","182","2021-09-10 08:30:00","https://www.douyin.com/video/7005856215276195109"
"1045","2025-03-08 19:53:31","秋季男裤，高弹力舒适有型！松紧腰设计，抗皱免烫！#男士休闲裤 #裤装 #男裤","罗蒙家居日用旗舰店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/806a6b9be197691b96a95d8ea8421f08~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195329EFAC9DE1464530E3F703&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=E%2FqrMm2FK1WKvii5tdeeSL9XRB0%3D","8125","540p","7369","205","16181","2916","2023-08-27 12:23:14","https://www.douyin.com/video/7271852872348814632"
"1046","2025-03-08 19:53:31","男装男裤正在直播中.....#男装 #服装 #休闲裤 #仓库实拍 #裤子 #束脚裤 #男装搭配 #冰丝裤 #直","贤者男装（厂家直销售后无忧）","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/5eb468970d6131dc8f4c5e536ccd1282~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=20250308195329EFAC9DE1464530E3F703&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=mg%2BKIu79vQwMuQd5XtnjRd53%2BvM%3D","21965","540p","164","138","4478","131","2021-03-22 18:23:36","https://www.douyin.com/video/6942422110379740447"
"1047","2025-03-08 19:53:32","#双面绒 #休闲裤 #加绒加厚 #保暖又好看","罗蒙男装直播间","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/da6dc118f1d2026cf333b25506a1c7e3~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953311989D31EA4CAF8E08FE2&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=ApmYkmbGf1blTwiT3PFHSLf6kXI%3D","16700","540p","530","16","1239","144","2024-11-26 14:23:44","https://www.douyin.com/video/7441469287232965923"
"1048","2025-03-08 19:53:32","刚上架就卖爆了的休闲小西裤，再次给你们推荐一下。#男生穿搭 #哈伦西裤 #男装  #直播中","midounanzhuang","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/4f9cff044241cb8a80d6b9f0c3db1f68~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953311989D31EA4CAF8E08FE2&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=EsBA3Q%2FYMMLCWWf9gyw7sXP6GGU%3D","16137","540p","402","283","15229","246","2021-04-22 16:04:13","https://www.douyin.com/video/6953889830480678175"
"1049","2025-03-08 19:53:32","春季新款休闲西裤重磅升级，进直播感受一下 #春款上新 #谁穿谁好看系列 #男士休闲裤","小熊总团队-轻奢休闲西裤","https://p9-pc-sign.douyinpic.com/tos-cn-i-dy/9c0ee025d7c04f369f7183a60dc27b77~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953311989D31EA4CAF8E08FE2&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=aVcpxWsgRB1ATZC6rJ94KadHX1A%3D","50100","540p","5","0","18","1","2025-02-14 06:20:00","https://www.douyin.com/video/7470715553041124617"
"1050","2025-03-08 19:53:36","还不快艾特你老婆给你买！#西裤 #正在直播 #轻熟穿搭 #垂感西裤 #商务休闲","大师兄轻熟男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/016e77279591737faaa6df36ffb6cc65~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953351D0EBFFD00D0EBE3B74D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=cjpmeD12aKSINtbiUCdrObtlJ74%3D","19970","540p","92","22","363","29","2023-07-09 21:11:01","https://www.douyin.com/video/7253805713930095933"
"1051","2025-03-08 19:53:36","品质很高 性价比高 价格不高 棉羊裤上新快来直播间#大码男装 #商务休闲","森老板大码男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/b7ab483a7cbaab761589cd8e9892c748~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953351D0EBFFD00D0EBE3B74D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=90e8ZBeqkqhrvUQU2ZoiE6LCno8%3D","33267","540p","23","26","109","16","2023-11-28 19:15:46","https://www.douyin.com/video/7306470120744815907"
"1052","2025-03-08 19:53:36","快来直播间抢购秋天的第一条休闲裤吧#品质男装 #谁穿谁好看","虎牙兄弟服饰","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/1c052e8e0fbfaaef05667295fcfb36a0~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953351D0EBFFD00D0EBE3B74D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=PdBRtRayxwV9VItUVpV9EyTRjUE%3D","27818","540p","56","26","302","79","2024-08-15 10:31:00","https://www.douyin.com/video/7403188061938535699"
"1053","2025-03-08 19:53:36","专业的服装人告诉您如何挑一条好裤子，正在直播中哦！#源头实力厂家 #男裤#男士休闲裤#品质男装 #裤子男#中年男人","YM服饰旗舰店","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/f2df62600f2741a74763efd21cbe3983~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953351D0EBFFD00D0EBE3B74D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=iV%2FMGYiJlCgWf8YGBu6cYjzSf%2FQ%3D","30070","540p","9","12","105","8","2023-02-19 06:00:00","https://www.douyin.com/video/7201494352584019255"
"1054","2025-03-08 19:53:37","真的是太太太显高了！#正在直播 #西裤 #显瘦穿搭 #品质男装 #通勤搭配 #衬衫 #男生搭配","大师兄轻熟男装","https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/d62342f2da495286ee94254ad430dea2~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953351D0EBFFD00D0EBE3B74D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=etI8iSjV31Xi3mR08jdxv2mFrb0%3D","16867","540p","18","19","138","11","2023-05-02 19:30:00","https://www.douyin.com/video/7227476572024917309"
"1055","2025-03-08 19:53:38","春季新款。春季男装穿搭，一整套都在直播间，工装服饰男士休闲裤子男，干净简约大气，多色系列可选#品质男装 #男装搭配 #工装风 #户外服饰 #保持热爱奔赴山海","潮掌柜官方旗舰店","https://p3-pc-sign.douyinpic.com/tos-cn-i-0813c001/oUBqALVEsf8DB0e7mYIAJDAEEXAbkAM5ADeEwn~noop.jpeg?biz_tag=pcweb_cover&card_type=303&column_n=0&from=327834062&l=202503081953371989D31EA4CAF8E0945D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&se=false&x-expires=1742641200&x-signature=%2B1a7ORSx78m%2BRT7s75NHW461W8o%3D","0","default","3","4","32","10","2024-03-19 17:46:44","https://www.douyin.com/video/7348008676663348518"
"1056","2025-03-08 19:53:38","正在直播中 #秒杀  #冰丝长裤  #男装","富贵美人","https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/25d922b64d03d67a7511de245d08368b~tplv-dy-resize-origshort-autoq-75:330.jpeg?biz_tag=pcweb_cover&card_type=153&column_n=0&from=327834062&l=202503081953371989D31EA4CAF8E0945D&lk3s=138a59ce&s=PackSourceEnum_SEARCH&sc=cover&se=false&x-expires=2056791600&x-signature=xiy7GmyBSPbvBGtnpHUPKSpkJ44%3D","10239","540p","107","311","4748","397","2020-07-12 19:35:55","https://www.douyin.com/video/6848556156873461006"
